학년,학기,이수구분,학수번호,학부(과),교과목명,학점,시간,교과목해설
4학년,1학기,1전심,HBBG4058,인더스트리얼디자인전공,네트워크디자인,3,3,"졸업 작품을 위한 교과목으로, 새로운 문화를 선도할 수 있는 독창적인 미래지향적 제품디자인을 전개한다. 삶의 질을 향상하기 위한 기술적 발전을 포함하며 사용자에게 감성적으로 공감하는 디자인을 표현하도록 한다. 합리적인 디자인 프로세스를 통하여 디자인을 구체화하며 첨단문화를 주도하는 창의적인 실무형 산업디자이너를 양성하는 데 필요한 제반 지식을 습득할 수 있도록 지도한다."
4학년,1학기,1전선,HBBG4073,인더스트리얼디자인전공,디자인비즈니스연구,3,3,"디자인·기술·비즈니스의 융합 기반교육 및 연구과정으로, 현장 맞춤형 비즈니스 연구를 통해 졸업예정 학생들의 실무 역량을 배양할수 있도록 함"
4학년,2학기,1전심,HBBG4022,인더스트리얼디자인전공,Living&Life DesignⅡ(캡스톤디자인),3,3,"본 교과목은 Living & Life I 수업의 심화과정으로서 보편적으로 풀어나가는 산업디자인의 일목적인 제품형성과정을 탈피하고 나날이 변모되어가는 사회적, 시대적 조류에 편승해서 현 상황에 부합하며 고유의 아이덴티티를 표현할 수 있는 새로운 접근방법의 필요성을 요구한다. 이에 발맞춰 나가기 위해 여러 종류의 방법론, 접근법적 이론 즉 vision을 제시하여 새로운 차원의 기획방법론을 연구 발전시킨다."
4학년,2학기,1전심,HBBG4062,인더스트리얼디자인전공,네트워크디자인세미나(캡스톤디자인),3,3,"As an application process of environmental design, exhibition environment design essential to environmental designers is studied, and by including theory and practice, the understanding of exhibition environment design is heightened. Medium-scale exhibition environment design is executed in teams, and projects are executed with focus on Websites that become issues each semester."
4학년,2학기,1전심,HBBG4064,인더스트리얼디자인전공,메타 공간 환경디자인 II,3,3,"본 강좌는 환경디자인 플래닝의 4학년 후속 과목이다. 환경디자인 아이템들을 응용함으로써 환경디자인 교육을 완성하며, 지역사회의 여건을 이해하고 요구를 반영함으로써 지역사회에 이바지할 수 있는 방안을 연구하며 올바른 사회 환경을 발전시켜 나가도록 지도한다. 프로젝트를 체계적으로 매니지먼트(Management)하는 방법을 습득함으로써 환경디자인의 교육에 완성도를 높인다."
전체학년,하계 특별학기(A),일선,HBTB0011,인더스트리얼디자인전공,AI디자인프로젝트,3,3,
1학년,1학기,1전선,HBIO1112,디자인학부,기초디자인1,3,3,"디자인의 개념 및 원리, 요소를 고찰하고 디자인의 영역과 디자이너의 역할에 대하여 학습한다. 
또한, 디자인의 기본요소와 원리를 활용하여 기초적인 2D 표현능력을 연구한다."
1학년,1학기,1전선,HBIO1116,디자인학부,관찰과표현기법,3,3,"대상의 관찰을 통하여 시각적 표현의 방법을 모색하고, 효과적인 표현을 위해 다양한 매체와 기법을 취급한다. 묘사 · 색채 · 형태 · 소재 · 구성이라고 하는 조형 연습으로부터 표현기법을 실습한다."
1학년,2학기,1전선,HBIO1114,디자인학부,디지털미디어,3,3,컴퓨터 기초프로그램의 활용을 통하여 디지털 기초를 습득한다.
1학년,2학기,1전선,HBIO1117,디자인학부,기초디자인2,3,3,디자인의 기본요소와 원리를 활용하여 기초적인 3D표현능력을 학습한다.
1학년,1학기,1전선,HBIT0001,AR·VR미디어디자인전공,2D그래픽기초,3,3,"AR?VR기초디자인의 개념 및 원리를 이해하고 다양한 미디어에 활용할 수 있는 디자인 능력을 함양한다. 또한, AR?VR미디어를 기반으로 한 디자인 기본 요소와 원리를 활용한 기초 미디어디자인 표현 능력을 배양한다."
1학년,1학기,1전선,HBIT0002,AR·VR미디어디자인전공,3D모델링Ⅰ,3,3,AR?VR모션디자인의 이해와 제작 능력기술을 습득한다. 이로써 시?공간의 개념과 효과적인 그래픽 표현력을 기반한 모션디자인 기초 응용 능력을 배양한다.
1학년,1학기,1전선,HBIT0003,AR·VR미디어디자인전공,AR?VR스토리텔링,2,2,"AR?VR에서의 콘텐츠 개발의 중요성을 이해하고, 스토리텔링 기본 프로세스를 학습한다. 기존사례의 분석, 통찰, 발상, 개발 과정을 통하여 다양한 미디어에서의 콘텐츠 기획 및 창의적인 아이디어를 구체화하는 과정을 익히며, 이를 통해 AR?VR을 활용한 콘텐츠 개발 전반의 과정을 이해하고 기획 기초능력을 기른다."
1학년,2학기,1전선,HBIT0004,AR·VR미디어디자인전공,AR?VR프레이밍디자인,3,3,"AR?VR를 적용한 다양한 미디어에 따른 활용 구조 및 이해를 바탕으로 전략적 디자인 방법에 대하여 고찰한다. 특히, 다양한 미디어의 GUI(Graphical User Interface) 특성을 이해하고 프로젝트에 기반하여 디자인 전 과정을 경험함으로써 논리적 디자인 방법론을 익히고 AR·VR미디어디자인 기초 능력을 함양한다."
1학년,2학기,1전선,HBIT0005,AR·VR미디어디자인전공,3D모델링Ⅱ,3,3,"AR?VR모션디자인Ⅰ의 연장된 수업으로 AR?VR모션디자인의 이해와 제작 능력 향상 및 기술 습득에 대하여 학습한다. 재질, 빛, 카메라를 활용한 가상공간에서 캐릭터 혹은 오브젝트의 모션디자인 표현력과 이를 보정, 편집, 합성할 수 있는 테크닉 능력 함양에 중점을 둔다."
1학년,2학기,1전선,HBIT0008,AR·VR미디어디자인전공,AR?VR서비스기획론,3,3,"사용자의 서비스 경험의 창출을 위해 다양한 미디어 활용에 따른 복합적인 지식과 기술에 대하여 이해하고 이에 대한 기획 방법론에 대하여 학습한다. 사용자와 기술, 사회, 문화 전반에 대한 본질적 문제를 탐색하고 연구하며 혁신적인 해결안을 창출할 수 있는 역량을 기른다."
2학년,1학기,1전선,HBIT0006,AR·VR미디어디자인전공,가상현실기초프로그래밍,2,2,"미디어디자인의 이해를 기반으로 콘텐츠 제작을 위한 개념과 개발 환경을 이해함으로써 기초 소프트웨어 개발 능력 함양을 목표로 한다. 간단한 논리구조를 가지는 예제 실습을 통하여 프로그래밍 언어 구문구조, 데이터구조, 언어적 의미를 이해하며 기초 프로그래밍 능력을 함양한다."
2학년,1학기,1전선,HBIT0007,AR·VR미디어디자인전공,모션그래픽,3,3,AR?VR 기반의 다양한 환경 구현 테크닉 및 컴퓨팅 사고 향상을 위한 코딩 능력을 위한 학습으로 문제해결을 위한 논리적 사고 중심의 접근방법으로 코드를 사용하여 다양한 실험을 통해 디자인 표현 및 구현 능력을 함양하기 위한 AR?VR디자인의 심화과정이다
2학년,1학기,1전선,HBIT0010,AR·VR미디어디자인전공,3D모델링Ⅲ,3,3,"사회의 주요 이슈 및 환경 변화 경향에 대한 AR?VR미디어디자인 프로젝트를 기획하고 3D 모델링의 기능적 형태와 표현의 다양성을 종합적으로 학습한다. 즉, 3D 모델링에 수반되는 360VR 촬영, 텍스쳐 맵핑, 조명 그리고 랜더링 전 과정을 포함하며, 이를 AR?VR기술로 결합하여 통합적 3D 구현 능력을 함양한다."
2학년,1학기,1전선,HBIT0012,AR·VR미디어디자인전공,AR콘텐츠디자인I,3,3,"전공기초 디자인 능력을 키우기 위한 과정으로 AR?VR 기술이 활용된 디자인 트랜드를 반영한 프로젝트의 리서치, 기획, 제작, 제안에 대하여 학습한다. 시장(market)이 요구하는 프로젝트를 기획하고 제작하는 과정을 통하여 문제 이해, 분석 및 합리적 해결 능력을 함양한다."
2학년,2학기,1전선,HBIT0009,AR·VR미디어디자인전공,AR?VR디자인프로그래밍Ⅰ,3,3,"전공기초 능력의 함양을 위한 과정으로 미디어디자인 기반 소프트웨어 및 미디어 프로그래밍 언어의 구조를 이해하고 이를 응용하여 관련 이미지 등을 구현하는 능력을 함양한다. 또한, 디지털 언어와 디자인 표현과의 상관관계 이해 및 다양한 활용방법에 관하여 연구한다."
2학년,2학기,1전선,HBIT0014,AR·VR미디어디자인전공,3D 환경 디자인,3,3,"3D캐릭터모델링Ⅰ의 연장된 수업으로 사회의 주요 이슈 및 환경 변화 경향에 대한 AR?VR미디어디자인 프로젝트를 기획하고 3D 모델링의 기능적 형태와 표현의 다양성을 종합적으로 학습한다. 3D관련한 다양한 프로그램의 경험과 촬영, 편집, 제작의 통합적 과정으로 3D 기반의 미디어 융합능력을 함양한다."
2학년,2학기,1전선,HBIT0015,AR·VR미디어디자인전공,VR영상미디어디자인,3,3,VR영상의 기본적인 이해와 시각요소에 대한 지식을 바탕으로 사용자 니즈를 고려한 창의적인 VR영상 기획 및 제작 과정을 학습한다. 또한 스토리보드의 제작부터 동영상의 촬영과 편집 등의 VR영상 프로덕션 전 과정을 경험함으로써 VR영상미디어 활용 능력을 기른다.
2학년,2학기,1전선,HBIT0017,AR·VR미디어디자인전공,AR콘텐츠디자인Ⅱ,3,3,"AR?VR디자인스튜디오Ⅰ의 연장된 전공 능력을 키우기 위한 과정으로 AR?VR 기술이 활용된 디자인 트랜드를 반영한 프로젝트의 리서치, 기획, 제작, 제안에 대하여 학습한다. 시장(market)이 요구하는 프로젝트를 기획하고 제작하는 과정을 통하여 문제 이해, 분석 및 합리적 해결 능력을 함양한다."
3학년,1학기,1전선,HBIT0013,AR·VR미디어디자인전공,AR?VR디자인프로그래밍Ⅱ,3,3,"AR?VR디자인프로그래밍Ⅰ의 연장된 전공기초 능력의 함양을 위한 과정으로 미디어디자인 기반 소프트웨어 및 미디어 프로그래밍 언어의 구조를 이해하고 이를 응용하여 관련 이미지 등을 구현하는 능력을 함양한다. 또한, 디지털 언어와 디자인 표현과의 상관관계 이해 및 다양한 활용방법에 관하여 연구한다."
3학년,1학기,1전심,HBIT0016,AR·VR미디어디자인전공,AR디자인스튜디오(PBL),3,3,"AR?VR디자인스튜디오Ⅱ의 연장된 전공핵심 능력 함양을 위한 과정으로 디자인 트랜드를 반영한 창의적인 AR?VR미디어디자인 프로젝트를 기획, 제작, 제안에 대하여 학습한다. 시장(market)이 요구하는 프로젝트를 기획하고 제작하는 과정을 통하여 문제 이해, 분석 및 합리적 해결 능력을 함양한다. 이 과목은 ‘실제 현장문제’해결 중심의 학습으로 관련 현 산업 현장의 문제를 도출하여 해결안을 제안한다."
3학년,1학기,1전선,HBIT0022,AR·VR미디어디자인전공,3D 시뮬레이션,3,3,"창의적인 AR콘텐츠 개발을 위하여 사용자의 환경과 하드웨어 및 소프트웨어를 이해하고 사용자 중심의 유용하고 창의적인 AR 콘텐츠 기획 및 제작에 대하여 학습한다. 콘텐츠 기획 과정에서 수반되는 디자인 씽킹을 통한 기획, 설계, 시각화, 피드백의 개발 프로세스를 이해하고 효과적인 AR 콘텐츠디자인 전반전인 과정에 대한 능력을 함양한다."
3학년,1학기,1전선,HBIT0028,AR·VR미디어디자인전공,3D영상제작Ⅰ,3,3,"AR콘텐츠디자인Ⅰ의 연장된 수업으로 창의적인 AR콘텐츠 개발을 위하여 사용자의 환경과 하드웨어 및 소프트웨어를 이해하고 사용자 중심의 유용하고 창의적인 AR 콘텐츠 기획 및 제작에 대하여 학습한다. 콘텐츠 기획 과정에서 수반되는 디자인 씽킹을 통한 기획, 설계, 시각화, 피드백의 개발 프로세스를 이해하고 효과적인 AR 콘텐츠디자인 전반전인 과정에 대한 능력을 함양한다."
3학년,2학기,1전심,HBIT0018,AR·VR미디어디자인전공,AR?VR디자인프로그래밍응용,3,3,전공핵심 능력의 함양을 위한 과정으로 인터랙티브 영상 및 서비스에 사용되는 AR?VR 디자인을 심화하기 위한 프로그래밍 실습을 중심으로 학습한다. AR?VR 디자인 기반의 프로그래밍 코드 언어를 응용하는 능력을 습득하여 프로그래밍의 다양한 활용법을 연구한다.
3학년,2학기,1전심,HBIT0019,AR·VR미디어디자인전공,인터랙티브미디어디자인스튜디오,3,3,"사용자와 시스템과의 인터랙션에 대한 기본적인 개념 이해와 상호작용 구현을 학습한다. 다학제적인 환경에서 적용이 가능하도록 아이디어 발상, 기술 습득 및 구현 등의 미래의 인터랙티브한 VR 콘텐츠 프로토타입을 제작한다."
3학년,2학기,1전심,HBIT0020,AR·VR미디어디자인전공,VR디자인스튜디오(PBL),3,3,"AR?VR디자인스튜디오Ⅲ의 연장된 전공핵심 능력 함양을 위한 과정으로 디자인 트랜드를 반영한 창의적인 AR?VR미디어디자인 프로젝트의 기획, 제작, 제안에 대하여 학습한다. 시장(market)이 요구하는 프로젝트를 기획하고 제작하는 과정을 통하여 문제 이해, 분석 및 합리적 해결 능력을 함양한다. 이 과목은 ‘실제 현장문제’해결 중심의 학습으로 관련 현 산업 현장의 문제를 도출하여 해결안을 제안한다."
3학년,2학기,1전선,HBIT0021,AR·VR미디어디자인전공,3D영상제작Ⅱ,3,3,"AR미디어디자인 분야의 복합적인 지식과 기술을 활용하여 새로운 사용자 경험을 창출하기 위하여 사용자의 행태를 관찰, 수집, 분석하는 방법법론을 익히고 이를 디자인 프로젝트에 적용하고 디자인 전략을 수립하는 능력을 함양한다."
4학년,1학기,1전심,HBIT0025,AR·VR미디어디자인전공,트랜스미디어디자인,2,2,디지털 융합사회 내 콘텐츠 미디어 플랫폼의 특성과 진화를 이해하고 하나의 콘텐츠가 매체와 매체를 넘나드는 트랜스미디어가 될 수 있는 구체적인 융합 콘텐츠 기획을 학습한다. 이는 사용자와의 상호작용을 고려하여 AR?VR미디어디자인계의 확장된 장르 개척에 대하여 연구한다.
4학년,1학기,1전심,HBIT0026,AR·VR미디어디자인전공,AR?VR디자인스튜디오Ⅰ(PBL),3,3,"AR?VR디자인스튜디오Ⅳ의 연장된 전공심화 능력 함양을 위한 과정으로 디자인 트랜드를 반영한 창의적인 AR?VR미디어디자인 프로젝트의 기획, 제작, 제안에 대하여 학습한다. 시장(market)이 요구하는 프로젝트를 기획하고 제작하는 과정을 통하여 문제 이해, 분석 및 합리적 해결 능력을 함양한다. 이 과목은 ‘실제 현장문제’해결 중심의 학습으로 관련 현 산업 현장의 문제를 도출하여 해결안을 제안하며 졸업작품 제작으로 학생 주도형 교육으로 진행한다."
4학년,1학기,1전심,HBIT0027,AR·VR미디어디자인전공,AR?VR콘텐츠스튜디오Ⅰ(캡스톤디자인),3,3,"전공심화 능력을 위한 과정으로 AR?VR미디어디자인의 전반적이고 포괄적인 개념과 기술 테크닉을 해석, 활용하여 사용자 경험을 창출할 수 있는 융합적인 AR?VR콘텐츠디자인 프로젝트를 제작한다. 이 교과의 진행은 기업체 멘토와 유기적으로 협력하여 프로젝트를 지속적으로 수행하며 팀 구성원 간의 구체적인 업무할당을 통해 상호간의 신뢰와 결속력을 강화한다."
4학년,2학기,1전심,HBIT0011,AR·VR미디어디자인전공,AR?VR포트폴리오,3,3,"포트폴리오의 필요성을 이해하고 색채, 편집디자인 그리고 프리젠테이션 등의 학습을 통해 전공 관련 수행 과제들을 정리하여 자신의 디자인 능력을 표현할 수 있는 포트폴리오를 제작한다. 이는 디자이너로써 자신의 표현을 극대화할 수 있는 결과물로 자신의 진로에 적극 활용할 수 있도록 한다."
4학년,2학기,1전심,HBIT0029,AR·VR미디어디자인전공,AR?VR디자인스튜디오Ⅱ(PBL),3,3,"AR?VR디자인스튜디오Ⅴ의 연장된 전공심화 능력 함양을 위한 과정으로 디자인 전 분야의 트랜드를 반영한 창의적인 AR?VR미디어디자인 프로젝트의 기획, 제작, 제안에 대하여 학습한다. 시장(market)이 요구하는 프로젝트를 기획하고 제작하는 과정을 통하여 문제 이해, 분석 및 합리적 해결 능력을 함양한다. 이 과목은 ‘실제 현장문제’해결 중심의 학습으로 관련 현 산업 현장의 문제를 도출하여 해결안을 제안하며 졸업작품 제작으로 학생 주도형 교육으로 진행한다."
4학년,2학기,1전심,HBIT0030,AR·VR미디어디자인전공,AR?VR콘텐츠스튜디오Ⅱ(캡스톤디자인),3,3,"AR?VR콘텐츠스튜디오Ⅰ의 연장된 전공심화 능력을 위한 과정으로 AR?VR미디어디자인의 전반적이고 포괄적인 개념과 기술 테크닉을 해석, 활용하여 사용자가 경험을 창출할 수 있는 융합적인 AR?VR콘텐츠디자인 프로젝트를 제작한다. 이 교과의 진행은 기업체 멘토와 유기적 협력과 지속적 프로젝트의 수행을 통해 상호간의 신뢰와 결속력을 강화한다."
전체학년,1학기,1전선,HBQA0001,예술학부,공연예술제작,3,3,"공연예술을 직접 제작해봄으로써 공연 기획, 텍스트의 선택과 분석, 인물창조, 장면구성, 무대미술 표현, 리허설 등 공연예술 제작과정 전반의 경험을 쌓도록 한다"
전체학년,2학기,1전선,HBQA0002,예술학부,영상예술제작,3,3,"영상예술을 직접 기획하고 제작해봄으로써 영상기획, 영상예술의 선택과 분석, 영상 편집을 경험할 수 있음. 이 수업은 이미지 촬영의 이해,  영상예술의 표현 등 영상예술에 대한 이해를 중심으로 진행 됨."
1학년,1학기,1전선,HBIG2011,영화영상전공,영화기술,2,2,"영화제작에 필요한 촬영, 편집, 녹음, 조명 등 기술적 요소에 대한 기초적 개념과 각종 기기 및 장비의 메커니즘에 대한 이해를 도모한다."
1학년,1학기,1전선,HBIG3042,영화영상전공,편집및음향입문,3,3,영화 편집 및 음향 입문수업으로 기초 이론에서부터 실제 컴퓨터 프로그램 사용법까지 영화 후반작업 전체의 이론과 실제를 다룬다.
1학년,1학기,1전선,HBIG4161,영화영상전공,매체연기입문,2,2,"매체연기의 이해, 영상매체의 시각적 특성을 고려하여 우선 말하기보다 듣기, 움직임, 구성에 중점을 둔다."
1학년,1학기,1전선,HBIG4492,영화영상전공,영화리터러시의이해,2,2,"영화과 학생이 기본적으로 꼭 봐야할 영화, 역사적으로 중요한 작품들을 보고 함께 분석해본다."
1학년,2학기,1전선,HBIG1151,영화영상전공,디지털영상기초,3,3,디지털 전자 영상에 대한 기술적인 기초 이론과 비디오매체의 기본적인 운용 방식을 습득시킴으로써 비디오제작 실습을 원활하게 할 수 있도록 한다.
1학년,2학기,1전선,HBIG4147,영화영상전공,캐릭터연기,2,2,본격적인 트레이닝의 첫 과정으로 텍스트의 분석을 통한 신체와 음성의 표현법과 캐릭터의 형상화를 훈련한다.
1학년,2학기,1전선,HBIG4491,영화영상전공,영화편집(SW),3,3,영화 속의 좋은 편집 장면을 분석하고 여러 사람과의 대화 씬 및 복잡한 씬 구성을 연습해본다. 아울러 사운드 편집과 뮤직비디오 등을 편집해본다.
2학년,1학기,1전선,HBIG1152,영화영상전공,시나리오창작,2,2,"영화 제작의 기초인 시나리오의 역할과 기능에 대한 이해를 바탕으로 직접 창작 시나리오를 쓰고 소설, 희곡, 실제 사건 등을 시나리오로 각색한다."
2학년,1학기,1전선,HBIG2272,영화영상전공,디지털콘텐츠창작,3,3,디지털카메라를 이용한 촬영 및 제작 실습에 필요한 기초적 개념과 실제 방법을 훈련하기 위한 초급과정으로 영화가 제작되는 과정을 비디오 장비를 이용해 연습함으로써 DV제작과정에 대한 기초적 이해와 적응력을 갖추는 데 목표를 두고 있다.
2학년,1학기,1전선,HBIG3141,영화영상전공,매체연기실습Ⅰ,3,3,TV 드라마 대본을 선택하여 매체연기 전반적인 접근과 실습을 통하여 기초적인 적응력을 키워 실전에 활용할 수 있는 연기력을 증진시키는데 중점을 둔다.
2학년,2학기,1전선,HBIG2262,영화영상전공,영화촬영,3,3,보다 전문적인 촬영에 필요한 효과적인 조명과 디지털촬영에 대한 이론 및 실제적 노하우를 배운다.
2학년,2학기,1전선,HBIG2291,영화영상전공,영화연출,2,2,"이 과목은 영화감독이 한편의 영화를 감독하는 과정에서 기본적으로 수행할 페이퍼 웍, 카메라 세트 업, 배우 지도하기 등은 물론 각자의 전문가들과의 협동사항들에 대해 공부함."
2학년,2학기,1전선,HBIG3021,영화영상전공,영화감독연구,2,2,"한 편의 영화는 여러 가지 요소를 종합적으로 담고 있지만 그것을 어떤 기능과 효과로 제어할 것인가를 결정하는 것은 감독의 역할이다. 따라서 특정한 감독들이 응용하거나 추구해온 기법적 특성 및 인식적 다양성에 대해 구체적으로 분석, 평가함으로써 영화감독의 작가적 특성을 이해하고자한다."
2학년,2학기,1전선,HBIG3052,영화영상전공,사운드디자인(SW),3,3,"편집이 끝난 워크 프린트를 보고 각 신의 분위기나 내용에 어울리는 대사 또는 내레이션, 영화음악, 음향효과 등을 디자인하고 실제로 그것을 실행하는 방식들에 대한 연구에 목표를 둔다."
2학년,2학기,1전선,HBIG3142,영화영상전공,매체연기실습Ⅱ,3,3,실습1에서 학습한 내용을 중심으로 영화대본을 선택하여 심도 있는 연기를 하는데 중점을 둔다.
3학년,1학기,1전선,HBIG4042,영화영상전공,영화기획및마케팅,2,2,"모든 영화는 기획 과정을 거쳐 제작에 들어간다. 이 때 산업적 성공을 겨냥하거나 예술적 성취를 목표로 하는 구분은 기획단계에서 달라진다. 영화제작 과정에서 기획의 역할, 기획자의 업무 등에 대해서 이해한다."
3학년,1학기,1전심,HBIG4154,영화영상전공,영화제작Ⅰ(캡스톤디자인),3,3,실제 영화제작을 통해 한편의 영화가 어떤 요소와 과정을 거쳐 유기적인 관계로 조화를 이루어나가는가를 훈련한다.
3학년,1학기,1전선,HBIG4160,영화영상전공,한국영화와사회,2,2,60년대 이후 한국 영화를 중심으로 한국 근대화 과정과 사회상을 공부한다.
3학년,1학기,1전심,HBIG4483,영화영상전공,영상미학의이해,2,2,영상을 이해하는데 필요한 영상미학의 기초를 배우는 시간이다. 사실주의와 표현주의를 중심으로 미장센과 편집과 같은 영상 스타일을 집중적으로 습득한다.
3학년,1학기,1전선,HBIG4496,영화영상전공,장면연기실습,3,3,배역 창조를 포함하여 장면연기의 기초문법 및 기술체계를 공부하면서 연기의 형태 및 연기양식의 다양한 모습을 탐구한다.
3학년,1학기,1전선,HBOA1018,영화영상전공,1인미디어기획및제작(캡스톤디자인),3,3,"다큐, 광고, 실험영화, 공연용 영상, 뮤직비디오, 홍보물, 웹 콘텐츠 등 디지털 영상을 기반으로 하는 다양한 콘텐츠를 실제로 제작해본다. 각 콘텐츠의 차이와 공통점을 통해 디지털콘텐츠창작의 실제를 경험하고 학습한다."
3학년,1학기,1전선,HBTT0117,영화영상전공,연극영화교과교육론,3,3,"교과의 학습지도안을 작성하고 실제수업에 임할 수 있으며 이에 적합한 교편물을 제작할 수 있도록 학습지도안 작성요령, 교편물 이용 및 개발방안, 학습지도의 실제 등을 학습한다."
3학년,2학기,1전심,HBIG2211,영화영상전공,한국영화분석,3,3,"한국영화를 중심으로 텍스트 분석을 시도한다. 이러한 텍스트 분석은 한국영화의 담론을 문화적, 이데올로기적 측면에서 토론하고 탐구하는 과목이다."
3학년,2학기,1전선,HBIG3151,영화영상전공,영화장르연구,2,2,"미국영화 장르 시스템을 중심으로 메이저 스튜디오에서 제작되었던 서부극, 갱스터, 뮤지컬, 스쿠루블 코미디, 필름 느와르의 특성과 스타일을 분석한다."
3학년,2학기,1전심,HBIG4158,영화영상전공,영화제작Ⅱ(캡스톤디자인),3,3,"영화제작I 의 심화과정으로, 영화제작I 과 같은 방식으로 단편영화를 제작하면서, 각 분야별 스텝들의 영화제작 숙련도를 향상시킨다."
3학년,2학기,1전선,HBIG4485,영화영상전공,연기공연실습Ⅰ(PBL),3,3,"공연실습 기초과정으로서 시나리오를 선정, 배역을 부여하고 성격창조과정을 거친 후, 배우로서 자질과 연기력을 공연실습을 통해 향상시킨다."
3학년,2학기,1전선,HBOA1022,영화영상전공,AR&VR콘텐츠,3,3,"360° 영상을 활용한 Virtual Reality 콘텐츠 제작 과정을 통해 360°카메라의 이해, 360° 콘텐츠의 이해와 360°카메라 촬영과 편집을 통한 포트폴리오 제작을 한다. 
 VR 콘텐츠의 이해와 현장 전문가와의  팀티칭 프로그램을 통한 콘텐츠 제작 과정의 이해를 목표로 한다."
4학년,1학기,1전심,HBIG4141,영화영상전공,영화문화연구,2,2,"영화가 중심을 이루는 대중문화에 대한 이해는 기호학, 정신분석학과 같은 인문, 철학에 대한 지식을 배움으로서 한 걸음 다가서게 된다."
4학년,1학기,1전심,HBIG4152,영화영상전공,세계영화사Ⅰ,3,3,영화가 새로운 매체로 등장하기까지의 과정과 예술적 표현력과 산업적 기반을 확보해온 과정을 살펴봄으로써 세계 각국의 영화가 변모 발전해온 과정을 이해하고자한다. 세계 영화사Ⅰ은 영화 역사의 전반부에 해당하며 영화 탄생부터 1950년대까지의 세계 영화사의 주요 변천과정에 초점을 맞춘다.
4학년,1학기,1전심,HBIG4486,영화영상전공,연기공연실습Ⅱ(캡스톤디자인),3,3,"공연실습 고급과정으로서 시나리오를 선정, 배역을 부여하고 성격창조과정을 거친 후, 배우로서 자질과 연기력을 공연실습을 통해 향상시킨다."
4학년,1학기,1전심,HBIG4498,영화영상전공,졸업작품제작Ⅰ(캡스톤디자인),3,3,"졸업 작품을 제작하는 수업으로 장르나 포맷의 제한이 없이 다양한 영화, 영상을 제작한다. 졸업 작품을 만드는 수업이므로 형식과 내용에 있어 학위수여의 근거를 담보할 수 있는 일정 수준 이상의 리서치, 제작의도, 기획방향, 구성내용을 갖춘 작품의 제작으로 이루어진다."
4학년,2학기,1전심,HBIG4011,영화영상전공,졸업작품제작Ⅱ(캡스톤디자인),3,3,"졸업 작품을 제작하는 수업으로 장르나 포맷의 제한이 없이 다양한 영화, 영상을 제작한다. 졸업 작품을 만드는 수업이므로, 형식과 내용에 있어, 학위수여의 근거를 담보할 수 있는 일정 수준 이상의 리서치, 제작의도, 기획방향, 구성내용을 갖춘 작품의 제작으로 이루어진다."
4학년,2학기,1전심,HBIG4157,영화영상전공,세계영화사Ⅱ,3,3,"영화가 새로운 매체로 등장하기까지의 과정과 예술적 표현력과 산업적 기반을 확보해온 과정을 살펴봄으로써 세계 각국의 영화가 변모 발전해온 과정을 이해하고자 한다. 세계 영화사Ⅰ에서 이어지는 세계 영화사Ⅱ, 이 과목에서는 1960년대 영화에서부터 1990년대 현대영화까지 세계영화의 발달 과정을 공부한다."
4학년,2학기,1전선,HBIG4490,영화영상전공,현장오디션실습,3,3,"연극, 뮤지컬, 영화, 리포터 등 캐스팅과정에서 필수적으로 거치는 오디션을 반복 학습하여 현장 감각을 익히는 것이 목표다."
4학년,2학기,1전선,HBIG4495,영화영상전공,초중등영화교수학습방법,3,3,본 교과는 문화예술교육사가 학습자 연령대에 맞게 영화교육을 지도할 수 있도록 하는데 그 목적이 있다.
4학년,2학기,1전선,HBIG4499,영화영상전공,영화교육프로그램개발,3,3,"본 강의는 다양한 영화교육프로그램 개발을 목표로 한다. 영화교육의 기본적인 커리큘럼을 이해하는 한 편, 자신만의 독창적이고 흥미로운 영화교육프로그램 개발을 통해 교육대상과 기간, 내용에 따라 자유롭게 프로그램을 만들 수 있는 능력을 익힐 수 있다."
전체학년,1학기,1전선,HBQA0001,예술학부,공연예술제작,3,3,"공연예술을 직접 제작해봄으로써 공연 기획, 텍스트의 선택과 분석, 인물창조, 장면구성, 무대미술 표현, 리허설 등 공연예술 제작과정 전반의 경험을 쌓도록 한다"
전체학년,2학기,1전선,HBQA0002,예술학부,영상예술제작,3,3,"영상예술을 직접 기획하고 제작해봄으로써 영상기획, 영상예술의 선택과 분석, 영상 편집을 경험할 수 있음. 이 수업은 이미지 촬영의 이해,  영상예술의 표현 등 영상예술에 대한 이해를 중심으로 진행 됨."
1학년,1학기,1전선,HBIH4522,연극전공,서양연극사Ⅰ,3,3,"고대부터 17세기 신고전주의 시대에 이르는 서양 연극의 흐름을 각 시대별, 사조별 그리고 대표적 작가의 작품의 실례를 통하여 입체적으로 파악한다."
1학년,1학기,1전선,HBIH4527,연극전공,기초연극워크숍Ⅰ,3,3,"연극인로서 갖추어야 할 창조적인 사고능력, 예술적감성, 폭넓은 시야, 독특한 시각. 예술작품에 대한 감상 능력, 진지한 태도, 집중력 등을 훈련한다."
1학년,1학기,1전선,HBIH4580,연극전공,화술Ⅰ,3,3,"신체기관의 구조를 파악하고, 음성과 관련 된 몸의 긴장과 이완   공명, 음조, 억양, 발음에 대한 내용을 구성하고 수행하는 능력을 배양하고, 희곡분석, 장면 이해, 전달하고자 하는 내용과 목표를 정확한 대사로 전달하도록 연습한다."
